NORMA,ART,APT,OPC,PTOS,CALIF,INFRACCION,MULTA,RESPONS,COMENTARIO,MATERIA
CIR,142,3,5A,0,"Muy grave 077.-
N)","Modificar El Contenido De La Señal De Tal Modo Que Pueda Inducir Confusión Al Resto De Los Usuarios (Deberá Indicarse La Modificación
Efectuada)",3000;SIN REDUC.,Autor,,SEÑALES
CIR,142,3,5B,0,"Muy grave 077.-
N)","Modificar El Contenido
De La Señal De Tal Modo Que Pueda Reducir Su Visibilidad O Eficacia (Deberá Indicarse La Modificación Efectuada)",3000;SIN REDUC.,Autor,,SEÑALES
CIR,142,3,5C,0,"Muy grave 077.-
N)","Modificar El Contenido
De La Señal De Tal Modo Que Pueda Deslumbrar A Los Usuarios De La Vía O Distraer Su Atención (Deberá Indicarse La Modificación Efectuada)",3000;SIN REDUC.,Autor,,SEÑALES
CIR,142,3,5D,0,Leve,"Colocar Sobre La Señal O
En Sus Inmediaciones Placas, Carteles, Marcas U Otros Objetos Que Puedan Inducir A Confusión O Distraer Su
Atención",80;40,Autor,NOTA: Deberá indicarse la concreta circunstancia detectada.,SEÑALES
CIR,143,1,5A,4,Grave 076.- J),"No Respetar Las Señales Y Órdenes De Los Agentes De La Autoridad Encargados De La Vigilancia Y Regulación Del Tráfico (Deberá Describirse Sucintamente La Señal U Orden Desobedecida, Aún Cuando La Misma Proceda De La Propia Autoridad Encargada De La Regulación, Ordenación, Gestión Vigilancia Y
Disciplina Del Tráfico))",200;100,Conductor Usuario,"NOTA: Los agentes de la Autoridad responsable del tráfico que estén regulando la circulación lo harán de forma que sean fácilmente reconocibles como tales a distancia, tanto de día como de noche, y sus señales, que han de ser visibles, y sus órdenes, deben ser inmediatamente obedecidas por los usuarios de la vía.",DESOBEDIE NCIA ÓRD. y SEÑALES
CIR,143,1,5C,0,Leve,"No Utilizar Prendas De
Colores Llamativos Y Dispositivos O Elementos Retrorreflectantes El Personal Habilitado Para Regular La Circulación En Ausencia De Agentes De La Circulación O Para El Auxilio De Éstos.",80;40,Autor,"NOTA: Deberán utilizar prendas de alta visibilidad y dispositivos o elementos retrorreflectantes que permitan a los conductores y demás usuarios de la vía que se aproximen, distinguirlos a una distancia mínima de 150 metros.",CHALECO REFLECTAN TE
CIR,143,4,5A,0,Grave 076.- C),"No Respetar Las Señales
E Indicaciones Del Personal Auxiliar Habilitado Para Regular La Circulación En Ausencia De Los Agentes De La Autoridad Encargados De La Vigilancia Y Regulación Del Tráfico, O Para El Auxilio De Éstos. (Deberá Describirse Sucintamente La Señal O Indicación Desobedecida, Particularmente Cuando Se Refiera A La Necesidad De Impedir El Acceso De Vehículos O Peatones A La Zona O Itinerario Afectados, En Los Términos Del Anexo Ii
 Rgcirc.)",200;100,Conductor Usuario,,DESOBEDIE NCIA ÓRD. y SEÑALES
CIR,144,1,5A,0,Grave 076.- C),No Respetar Las Instrucciones De Obligado Cumplimiento Inscritas En Un Panel De Mensaje Variable (Especificar La Instrucción Incumplida),200;100,Conductor,"NOTA: Los paneles de mensaje
variable tienen por objeto regular la circulación adaptándola a las circunstancias cambiantes del tráfico. Se utilizarán para dar información a los conductores, advertirles de posibles peligros, dar recomendaciones o instrucciones de obligado cumplimiento.",SEÑALIZACi ÓN
CIR,144,2,5A,0,Grave 076.- C),"No Respetar La
Prohibición De Paso Establecida Mediante Señal De Balizamiento (Deberá Indicarse El Tipo
 De Señal No Respetada)",200;100,Conductor,,SEÑALIZACi ÓN
CIR,145,-,5A,0,Grave 076.- K),No Respetar El Peatón La Luz Roja De Un Semáforo,200;100,Peatón,,SEMÁFORO S
CIR,146,-,5A,4,Grave 076.- K),"No Respetar El Conductor De Un Vehículo La Luz Roja No Intermitente De Un
Semáforo",200;100,Conductor,,SEMÁFORO S
CIR,146,-,5B,0,Grave 076.- C),"No Respetar El Conductor Del Vehículo El Sentido Y Dirección Ordenados Cuando Se Enciende La Flecha Verde Sobre Fondo Circular
Negro De Un Semáforo",200;100,Conductor,"NOTA: Esta luz significa que los vehículos pueden tomar la dirección y sentido indicados por la flecha, cualquiera que sea la luz que esté simultáneamente encendida en el mismo semáforo u otro contiguo.",SEMÁFORO S
CIR,146,-,5D,4,Grave 076.- K),"No Respetar El
Conductor Del Vehículo La Luz Roja No Intermitente De Un Semáforo Situado En Una Intersección, Internándose En Ésta",200;100,Conductor,,SEMÁFORO S
CIR,146,-,5E,0,Grave 076.- K),"No Respetar El
Conductor De Un Vehículo La Luz Roja Intermitente De Un Semáforo (Deberá Indicarse Ante Qué Circunstancias Se Prohibía El Paso)",200;100,Conductor,,SEMÁFORO S
CIR,146,-,5F,0,Grave 076.- C),"No Detenerse El
Conductor De Un Vehículo, Pudiendo Hacerlo Sin Peligro, Ante La Luz Amarilla No Intermitente De Un Semáforo (Deberá Indicarse El Comportamiento Realizado)",200;100,Conductor,,SEMÁFORO S
CIR,146,-,5G,4,Grave 076.- K),"No Respetar El
Conductor Del Vehículo Lo Ordenado En Un Semáforo Cuando Emite Luz Roja No Intermitente Con Flecha Negra",200;100,Conductor,,SEMÁFORO S
CIR,146,-,5H,0,Grave 076.- C),"No Respetar El
Conductor Del Vehículo Lo Ordenado En Un Semáforo Cuando Emite Luz Amarilla No Intermitente Con Flecha Negra",200;100,Conductor,,SEMÁFORO S
CIR,146,-,5I,0,Grave 076.- C),"Avanzar, Siguiendo La
Indicación De La Flecha Verde Sobre Fondo Circular Negro De Un Semáforo, No Dejando Pasar A Los Vehiculos Que Circulan Por El Carril Al Que Se Incorpora",200;100,Conductor,,SEMÁFORO S
CIR,146,-,5K,0,Grave 076.- K),"Rebasar El Conductor
Del Vehículo La Línea De Detención Anterior Más Próxima A Un Semáforo Cuando Emite Luz Roja No
Intermitente",200;100,Conductor,,SEMÁFORO S
CIR,147,-,5A,4,Grave 076.- K),"Circular Por Un Carril Incumpliendo La Obligación De Detenerse Ante La Luz Roja De Un Semáforo Circular (Los Semáforos De Ocupación De Carril Afectan Exclusivamente A Los Vehículos Que Circulen Por El Carril Sobre El Que Están Situados O En El Que Se Indique En El Panel De Señalización
Variable)",200;100,Conductor,"NOTA: (luz roja en forma de aspa, luz verde en forma de flecha apuntada hacia abajo, luz blanca o amarilla en forma de flecha, intermitente o fija apuntada hacia abajo en forma oblicua).",SEMÁFORO S
CIR,147,-,5B,4,Grave 076.- L),"Circular Por Un Carril Incumpliendo La Obligación De Detenerse Indicada En Una Señal De Detención Obligatoria O
Ceda El Paso",200;100,Conductor,,SEMÁFORO S
CIR,147,-,5C,0,Grave 076.- C),Ocupar Un Carril Cuando Lo Prohibe El Aspa De Luz Roja Del Semáforo De Carril,200;100,Conductor,,SEMÁFORO S
CIR,147,-,5D,0,Grave 076.- C),"Circular Por Un Carril Incumpliendo La Obligación De Abandonarlo, Indicada En El Aspa De Luz Roja Del
Semáforo De Carril",200;100,Conductor,,SEMÁFORO S
CIR,147,-,5E,0,Grave 076.- C),"Circular Por Un Carril Incumpliendo La Indicación De Un Semáforo Del Mismo Al No Irse Incorporando En Condiciones De Seguridad En El Carril Hacia El Que Apunta La Flecha Oblicua
Luminosa De Aquél",200;100,Conductor,,SEMÁFORO S
CIR,148,1,5A,4,Grave 076.- K),No Detenerse El Conductor De Un Ciclo O Ciclomotor Ante La Luz Roja De Un Semáforo,200;100,Conductor,"NOTA: Cuando las luces de los semáforos presentan la silueta iluminada de un ciclo, sus indicaciones se refieren exclusivamente a ciclos y
ciclomotores.",SEMÁFORO S
CIR,148,1,5B,0,Grave 076.- C),"No Detenerse El Conductor De Un Ciclo O Ciclomotor, Pudiendo Hacerlo Sin Peligro, Ante La Luz Amarilla De Un
Semáforo",200;100,Conductor,,SEMÁFORO S
CIR,148,2,5C,0,Leve,"No Avanzar El Conductor De Un Tranvía, Taxi, Autobús U Otro Vehículo Cuyo Carril Le Está Especialmente Reservado En El Sentido Y Dirección Indicados Por El Semáforo Con Franja Vertical U Oblicua Iluminada, Sobre Fondo
Circular Negro",80;40,Conductor,,SEMÁFORO S
CIR,148,2,5F,0,Leve,"No Avanzar El Conductor De Un Autobús, Taxi U Otro Vehículo Cuyo Carril Le Está Especialmente Reservado En El Sentido Indicado Por El Semáforo Con Franja Blanca Oblicua, Iluminada Sobre Fondo Circular Negro (Deberá Indicarse Hacia Qué Lado
Se Permitía El Giro)",80;40,Conductor,,SEMÁFORO S
CIR,148,2,5H,0,Leve,"No Detenerse El Conductor De Un Autobús, Tranvia, Taxi U Otro Vehículo Cuyo Carril Le Está Especialmente Reservado, Pudiendo Hacerlo Sin Peligro, Ante Un Semáforo Con Franja Blanca, Iluminada Intermitentemente, Sobre Fondo Circular Negro (Deberá Indicarse Si Es
Vertical U Oblicua)",80;40,Conductor,,SEMÁFORO S
CIR,148,2,5J,0,Grave 076.- C),"No Detenerse El Conductor De Un Autobús, Tranvia, Taxi U Otro Vehículo Cuyo Carril Le Está Especialmente Reservado, Ante Un Semáforo Con Franja Blanca Horizontal Iluminada Sobre Fondo
 Circular Negro",200;100,Conductor,,SEMÁFORO S
CIR,151,2,5A,4,Grave 076.- L),No Ceder El Paso En El Lugar Prescrito Por La Señal De Ceda El Paso (R- 1),200;100,Conductor,"NOTA: Procederá la denuncia por esta infracción cuando con ello no se hubiese causado entorpecimiento alguno al vehículo que circulaba por la vía preferente.
Si se hubiese obligado a dicho vehículo a reducir la velocidad o a maniobrar brúscamente, la infracción se denunciaría por el
artículo 56.1, opción 5A del RGCirc.",CEDA EL PASO
CIR,151,2,5B,4,Grave 076.- L),No Detenerse En El Lugar Prescrito Por La Señal De Stop (R-2),200;100,Titular Conductor,"NOTA: Obligación para todo conductor de detener su vehículo ante la próxima linea de detención o, si no existe, inmediatamente antes de la intersección, y ceder el paso en la misma a los vehículos que circulen por la vía a la que se
aproxime.",STOP
CIR,151,2,5C,0,Grave 076.- C),"No Respetar La Prohibición De Entrada En Un Paso Estrecho Señalizado Con Prioridad Para El Sentido Contrario, Obligando A Los Vehículos Que Circulan Por El Mismo A
 Detenerse (R-5)",200;100,Conductor,NOTA: Prohibición de entrada en un paso estrecho mientras no sea posible atravesarlo sin obligar a los vehículos que circulen en sentido contrario a detenerse.,SEÑALES
CIR,152,-,5A,0,Grave 076.- C),No Obedecer Una Señal De Circulación Prohibida Para Toda Clase De Vehículos En Ambos Sentidos (R-100),200;100,Conductor,"NOTA: Las señales de prohibición de entrada, para quienes se las encuentren de frente en el sentido de su marcha, y a partir del lugar en que están situadas, prohíben el
acceso a los vehículos o usuarios.",SEÑALES
CIR,152,-,5B,0,Leve,No Obedecer Una Señal De Entrada Prohibida A Toda Clase De Vehículos (R-101),80;40,Conductor,,SEÑALES
CIR,152,-,5C,0,Leve,No Obedecer Una Señal De Entrada Prohibida A Vehículos De Motor (R- 102),80;40,Conductor,,SEÑALES
CIR,152,-,5D,0,Leve,"No Obedecer Una Señal De Entrada Prohibida (Deberá Indicarse A Qué Vehículos O Usuarios Se Refiere La Señal Correspondiente (R-103, R
-104, R-105, R-106, R-108, R-
109, R-110, R-111, R-112, R-
113, R-114, R-115, R-116, R-
117))",80;40,Conductor Peatón,,SEÑALES
CIR,152,-,5E,0,Grave 076.- C),"No Obedecer Una Señal De Entrada Prohibida A Vehículos Destinados Al Transporte De Mercancías Con Mayor Masa Autorizada Que La Indicada (Supuesto Especialmente Grave Vinculado A La Vulneración De Una Ordenación Especial Del Tráfico Por Razones De Seguridad Del Art. 37.1
Del Rgc)",200;100,Conductor,,SEÑALES
CIR,153,-,5A,0,Leve,No Obedecer La Señal De Restricción De Paso (Especifiquese Señal),80;40,Conductor,"NOTA: Las señales de restricción de paso, para quienes se las encuentren de frente en el sentido de su marcha, ya partir el lugar en que están situadas, prohíben o limitan el acceso de los vehículos en la forma que en las mismas se
detalla.",SEÑALES
CIR,153,-,5B,0,Leve,No Obedecer La Señal De Prohibición De Pasar Sin Detenerse (Deberá Indicarse La Razón De La Detención Obligatoria. R200),80;40,Conductor,"NOTA: Indica el lugar donde es obligatoria la detención por la proximidad, según la inscripción que contenga, de un puesto de Aduana, Policía, Peaje u otro; y que tras ellos pueden estar instalados
medios mecánicos de detención.",SEÑALES
CIR,153,-,5C,0,Grave 076.- C),"No Obedecer La Señal De Prohibición De Paso A Los Vehículos Cuya Masa En Carga Sea Superior A La Indicada (Deberá Indicarse La Masa Indicada En La Señal Y La Masa Total Del Vehículo.
R201)",200;100,Conductor,,SEÑALES
CIR,153,-,5D,0,Grave 076.- C),"No Obedecer La Señal De Limitación De Prohibición De Paso A Los Vehículos Cuya Masa Por Eje Supere La Indicada (Deberá Indicarse La Masa Indicada En La Señal Y La Reflejada En La Ficha Del Certificado De Características Del
Vehículo. R202)",200;100,Conductor,,SEÑALES
CIR,153,-,5E,0,Grave 076.- C),"No Obedecer La Señal De Prohibición De Paso A Los Vehículos Cuya Longitud, Incluida La Carga Sea Superior A La Indicada (Deberá Indicarse La Longitud Máxima Indicada En La Señal Y La Del
Vehículo Y Su Carga. R203)",200;100,Conductor,,SEÑALES
CIR,153,-,5F,0,Grave 076.- C),"No Obedecer La Señal De Prohibición De Paso A Los Vehículos Cuya Anchura, Incluida La Carga Sea Superior A La Indicada (Deberá Indicarse La Anchura Máxima Indicada En La Señal Y La Del
Vehículo Y Su Carga. R204)",200;100,Conductor,,SEÑALES
CIR,153,-,5G,0,Grave 076.- C),"No Obedecer La Señal De Prohibición De Paso A Los Vehículos Cuya Altura, Incluida La Carga Sea Superior A La Indicada (Deberá Indicarse La Altura Máxima Indicada En La Señal Y La Del
Vehículo Y Su Carga. R205)",200;100,Conductor,,SEÑALES
CIR,153,-,5H,0,Leve,No Obedecer La Señal R 200 Que Establece La Prohibición De Paso Sin Cumplir Con La Obligación De Pago Del Peaje Correspondiente,100;50,Titular Conductor,"NOTA: La negativa de un conductor a abonar el peaje constituye infracción al artículo 153 RGCirc., toda vez que la señal R- 200 establece la prohibición de pasar sin detenerse. Indica el lugar donde es obligatoria la detención por la proximidad de pago del correspondiente peaje (Instruccion DGT 12/S-127, de 22 de mayo de
2012",SEÑALES
CIR,153,-,5I,0,Leve,"Circular Por Un Tramo De Autovía O Autopista Sin Haber Realizado El Pago Del Peaje
Correspondiente.",100;50,"Titular

Conductor",NOTA: Peaje con Operador. En directa relación con lo dispuesto en el artículo 132.1 del RGCirc.,SEÑALES
CIR,154,-,5A,0,Grave 076.- L),No Obedecer Una Señal De Prohibición O Restricción (Deberá Indicarse La Señal Desobedecida),200;100,Conductor,"NOTA: Deberán denunciarse aquellas conductas que no hayan sido contempladas de forma individualizada en anteriores preceptos y que tengan el carácter de grave de conformidad con lo
dispuesto en el art. 76 de la LTSV",SEÑALES
CIR,154,-,5B,0,Leve,No Obedecer Una Señal De Prohibición O Restricción (Deberá Indicarse La Señal Desobedecida),80;40,Conductor,"NOTA: Deberán denunciarse como infracción a este artículo aquellos hechos que no hayan sido contemplados de forma expresa en anteriores aparatados similares, y
que no tengan carácter de graves",SEÑALES
CIR,155,-,5A,0,Grave 076.- L),No Obedecer Una Señal De Obligación (Deberá Indicarse La Señal Desobedecida),200;100,Conductor,"NOTA: Deberán denunciarse
aquellas conductas que no hayan sido contempladas de forma individualizada en anteriores preceptos y que tengan el carácter de grave de conformidad con lo dispuesto en el art. 76 de la LTSV",SEÑALES
CIR,155,-,5C,0,Leve,No Obedecer Una Señal De Obligación (Deberá Indicarse La Señal Desobedecida ),80;40,Conductor,"NOTA: Deberán denunciarse como
infracción a este artículo aquellos hechos que no hayan sido contemplados de forma expresa en otros apartados similares, y que no tengan el carácter de graves",SEÑALES
CIR,155,-,5D,0,Leve,"No Obedecer La Señal De
Obligación R-418: Via Exclusiva Para Vehículos Dotados De Equipo De
 Telepeaje Operativo.",80;40,Conductor,,SEÑALES
CIR,159,-,5A,0,Grave 076.- D),No Respetar La Señal De Limitación Relativa A La Clase De Vehículo Para El Cual Está Reservado El Estacionamiento En Ese Lugar (S-17),200;100,Conductor,"NOTA: Deberán denunciarse aquellas conductas que no hayan sido contempladas de forma individualizada en anteriores preceptos y que tengan el carácter de grave de conformidad con lo
dispuesto en el art. 76 de la LTSV",SEÑALES
CIR,159,-,5B,0,Leve,"No Respetar La Señal De Limitación Relativa A La Clase De Vehículo Para El Cual Está Reservado El Estacionamiento En Ese
Lugar (S-17)",80;40,Conductor,"NOTA: Deberán denunciarse como infracción a este artículo aquellos hechos que no hayan sido contemplados de forma expresa en otros apartados similares, y que no
tengan el carácter de graves",SEÑALES
CIR,159,-,5C,0,Leve,No Respetar La Señal De Parada Y Estacionam.Iento Reservado Para Taxis (S-,80;40,Conductor,,SEÑALES
CIR,159,-,5D,0,Leve,No Respetar La Señal De Lugar Reservado Para Parada De Autobuses (S- 19),80;40,Conductor,,SEÑALES
CIR,159,-,5E,0,Leve,"No Respetar Las Precauciones Requeridas Por La Proximidad De Establecimientos
 Médicos (S-23)",80;40,Conductor,,SEÑALES
CIR,160,-,5A,0,Grave 076.- C),"Circular Por Un Carril Reservado Para Autobuses (En Los Tramos En Que La Marca Blanca Longitudinal Esté Constituida, En El Lado Exterior De Este Carril, Por Una Línea
Discontínua,)",200;100,Conductor,"NOTA: se permite su utilización general exclusivamente para realizar alguna maniobra, que no sea la de parar, estacionar, cambiar el sentido de la marcha o adelantar dejando siempre preferencia a los autobúses y, en su caso, a los taxis.",SEÑALES
CIR,160,-,5B,0,Grave 076.- C),Circular Por Un Carril Reservado Para Bicicletas O Vía Ciclista,200;100,Conductor,,SEÑALES
CIR,160,-,5C,0,Leve,"Incumplir La Obligación Establecida Por Una Señal De Carril (Deberá Indicarse El Hecho En Que Se Concreta La
 Infracción)",80;40,Conductor,,SEÑALES
CIR,167,-,5A,0,Grave 076.- C),"No Respetar Una Marca Longitudinal Contínua, Sin Causa Justificada",200;100,Conductor,NOTA: Una marca longitudinal constituida por dos líneas continuas adosadas tiene el mismo significado.,MARCAS VIALES
CIR,167,-,5B,0,Grave 076.- C),"Circular Sobre Una Marca Longitudinal Discontínua, Sin Causa Justificada",200;100,Conductor,"NOTA: Como caso especial de línea
discontinua, las dobles delimitando un carril por ambos lados significan que éste es reversible, es decir, que en él la circulación puede estar reglamentada en uno u otro sentido mediante semáforos de carril u otros medios.",MARCAS VIALES
CIR,168,-,5A,0,Grave 076.- C),"No Respetar Una Marca Vial Transversal Contínua, Sin Causa Justificada (Deberá Indicarse La Razón De La Existencia De Dicha Marca.Una Línea Continua, Dispuesta A Lo Ancho De Uno O Varios Carriles, Es Una Línea De Detención Que Indica Que Ningún Vehículo O Animal Ni Su
Carga, )",200;100,Conductor,"NOTA: debe franquearla en cumplimiento de una obligación impuesta por una señal horizontal o vertical de detención obligatoria, una señal de prohibición de pasar sin detenerse, un paso de peatones indicado por una marca vial, un semáforo o señal de detención efectuada por un Agente de la circulación o por la existencia de un paso a nivel o puente movil.",MARCAS VIALES
CIR,168,-,5B,0,Leve,"No Respetar Una Marca Vial Transversal Discontínua, Sin Causa Justificada (Deberá Indicarse La Razón De La Existencia De Dicha Marca.Una Línea Discontínua Dispuesta A Lo Ancho De Uno O Varios Carriles Es Una Línea De Detención Que Indica Que, Salvo En Circunstancias Anormales Que Reduzcan
La Visibilidad, )",80;40,Conductor,"NOTA: ningún vehículo o animal ni su carga deben franquearla, cuando tengan que ceder el paso, en cumplimiento de la obligación impuesta por una señal vertical u horizontal de ""ceda el paso"", por una flecha verde de giro de un semáforo, o cuando no haya ninguna señal de prioridad por aplicación de las normas que rigen ésta.",MARCAS VIALES
CIR,168,-,5C,4,Grave 076.- C),"No Respetar La
Preferencia De Paso De Ciclistas En Un Tramo Señalizado Con Marca Vial De Paso Para
Ciclistas",200;100,Conductor,,MARCAS VIALES
CIR,169,-,5A,4,Grave 076.- L),"No Ceder El Paso A Otros Vehículos En El Lugar Prescrito Por Una Señal Horizontal De Ceda El
Paso",200;100,Conductor,,CEDA EL PASO
CIR,169,-,5B,4,Grave 076.- L),No Detenerse En El Lugar Prescrito Por Una Señal Horizontal De Detención Obligatoria O Stop,200;100,Conductor,,STOP
CIR,169,-,5C,0,Grave 076.- C),No Obedecer La Obligación Impuesta Por Una Flecha De Selección De Carriles,200;100,Conductor,,MARCAS VIALES
CIR,170,-,5A,0,Grave 076.- C),"Circular Por Un Carril O Zona Reservada Para Determinados Vehículos Señalizada Como Tal (Deberán Especificarse Las Circunstancias Concurrentes En El
Hecho Denunciado)",200;100,Conductor,,MARCAS VIALES
CIR,170,-,5B,0,Leve,"Entrar En Zona Excluida De La Circulación Enmarcado Por Una Linea Continua, Sin Razon
Justificada (Cebreado)",80;40,Conductor,,MARCAS VIALES
CIR,170,-,5C,0,Leve,"No Respetar Las Líneas Y
Marcas De Estacionamiento Que Delimitan Los Lugares Y Forma En Que Los Vehículos Deben
Ocuparlos",80;40,Conductor,,MARCAS VIALES
CIR,171,-,5A,0,Leve,No Respetar La Indicación De Una Marca Vial Amarilla (Indicar La Marca Vial),80;40,Conductor,"NOTA: Un conjunto de líneas amarillas entrecruzadas recuerda a los conductores la prohibición establecida en el artículo 59.1
RGCirc..",MARCAS VIALES
CIR,171,-,5B,0,Leve,"No Respetar El Uso De Un Lugar Señalizado En La Calzada Con Marca Amarilla De Zig-Zag, Estacionando El Vehículo En La Misma",80;40,Conductor,"NOTA: Indica el lugar de la calzada en que el estacionamiento está prohibido a los vehículos en general, por estar reservado para algún uso especial que no implique larga permanencia de ningún vehículo. Generalmente se utilizará en zonas de parada de autobuses o destinadas a la carga y descarga de
vehículos..",MARCAS VIALES
CIR,171,-,5C,0,Leve,"No Respetar Una Marca Amarilla Longitudinal Contínua, Situada En El Bordillo O Al Borde De La Calzada, Parando O
Estacionando El Vehículo",80;40,Conductor,,MARCAS VIALES
CIR,171,-,5D,0,Leve,"No Respetar Una Marca Amarilla Longitudinal Discontínua Situada En El Bordillo O Al Borde De La Calzada (Deberá Especificarse El Tipo De Incumplimiento O
Restricción Vulnerados)",80;40,Conductor,,MARCAS VIALES
CIR,171,-,5E,0,Leve,"No Respetar El Uso De Un
Lugar Señalizado En Forma De Damero Blanco Y Rojo, Utilizándolo Con Otros Fines (Deberá Especificarse El Tipo De Incumplimiento O
 Restricción Cometidos)",80;40,Conductor,,MARCAS VIALES
CON,1,1,5A,0,"Muy grave 077.-
K)","Conducir El Vehículo Reseñado Careciendo De La Autorización Administrativa Correspondiente (Detallar Tanto El Tipo De Vehículo Que Se Conduce Como El Supuesto Concreto Detectado (En Su Caso, Permiso Objeto De Anulación, Sin Vigencia Por Condena Judicial, O Sin Vigencia Por Causa
Administrativa))",500;250,Conductor,"NOTA: Al Mº Fiscal art. 384 CPenal (conducir en p.vig por pérdida total puntos o sin haber obtenido nunca permiso o LCC). Denunciar por esta opción casos art. 36 RGcd y P vig. art. 47 CPenal si, cumplida condena se conduce sin haber obtenido p.c.",CARENCIA PERMISO CONDUCIR
CON,1,1,5B,0,Grave 076.- LL),"Conducir El Vehículo Reseñado Careciendo De Autorización Administrativa Válida En España, Siendo Titular De Un Permiso Extranjero Equivalente, Susceptible De Ser Canjeado. (Detallar Tipo De Vehículo Que Se Conduce, Así Como La Clase Y El Estado Donde Se Expidió El Permiso De Conducir. Deberán Tomarse Todos Los Datos Posibles De Filiación Para Su Inclusión En El Registro De Conductores E
Infractores.)",200;100,Conductor,"NOTA: Para supuestos en que los
p. de conducción de los que son titulares los denunciados SI
pertenecen al grupo de autorizaciones que, de conformidad con lo dispuesto en los arts. 15 y ss. del RG Conductores pueden ser objeto de canje o inscripción por un permiso español, así como en infracciones a lo dispuesto en el art.
21.2 c) del RGcond.",PERMISO INVALIDO
CON,1,1,5C,4,"Muy grave 077.-
K)","Conducir Un Vehículo Con Un Permiso O Licencia Que No Le Habilita Para Ello. (Se Denunciará Por Esta Opción Cuando La Persona Sea Titular De Una Autorización Para Conducir Que No Habilita Para El Vehículo Que Se Conduce. Detallar Tipo De Vehículo Que Se Conduce, Y La Clase De
Permiso Que Se Posee. )",500;250,Conductor,"NOTA: También aplicable a la conducción de motocicletas de máxima potencia con permisos A1 y/o A2 sin tener la edad y/o antigüedad mínimas reglamentariamente exigidas. Ver Orden INT/2323/2011, modificada en 2013, que regula formación para acceso progresivo al permiso de conducción clase A.",CARENCIA PERMISO CONDUCIR
CON,1,1,5D,0,Grave 076.- LL),"Conducir El Vehículo Reseñado Con Una Autorización Que Carece De Validez Por No Haber Cumplido Los Requisitos Administrativos Exigidos Reglamentariamente En España. (Detallar Tipo De Vehículo Que Se Conduce Y El Tipo De Permiso Que
Se Posee)",200;100,Conductor,"NOTA: Deberá utilizarse esta opción en el caso del apartado segundo del art. 73.2 LTSV, así como en supuestos de canjes de oficio sin expedición del nuevo permiso.",PERMISO INVALIDO
CON,1,1,5E,0,"Muy grave 077.-
K)","Conducir El Vehículo Reseñado Careciendo De Autorización Administrativa De Conducción Válida En España, Siendo Titular De Permiso Extranjero Equivalente No Susceptible De Canje Por Incumplimiento De Condiciones Y Requisitos Reglamentariamente Exigidos (Detallar Tipo De Vehículo Que Se Conduce, Así Como La Clase Y El Estado Donde Se Expidió El Permiso De Conducir.Deberán Tomarse Todos Los Datos Posibles De Filiación Para Su Inclusión En El Registro De
 Conductores E",500;250,Conductor,"NOTA: Para supuestos en que los
p. de conduc.de los que son titul. los denunc. NO pertenecen al grupo de Aut. que, de acuerdo con los arts. 15 y ss. del RGCond. pueden ser
objeto de canje o inscrip. por un permiso español, así como en infrac. al art. 22 del RGcond.(3ºpaíses) cuando no se cumplan las condic. y/o requisitos reglament.establecidos para ello",CARENCIA PERMISO CONDUCIR
CON,3,1,5A,0,Grave 076.- LL),"Conducir El Vehículo Reseñado Incumpliendo Las Menciones, Adaptaciones, Restricciones U Otras Limitaciones Que Figuran En Su Permiso O Licencia De Conducción (Deberá Especificarse El Código Identificativo De Dicha Limitación Incumplida.También Se Incluirán En Esta Opción Las Licencias Para Conducir Ciclomotores Expedidas Con Anterioridad A La
Entrada En Vigor Del Rd",200;100,Conductor,"NOTA: Los códigos del 1 al 100 son comunitarios y del 100 en adelante nacionales [Orden INT/1676/2016, de 19 de octubre transpone la Directiva (UE) 2015/653 de la Comisión, de 24 de abril y Orden INT/2229/2013, de 25 de noviembre]",PERMISO INVALIDO
CON,5,4,5A,0,Grave 076.- S),"Conducir El Vehículo Reseñado No Habiendo Superado La Formación Específica Establecida Reglamentariamente. (Deberá Detallarse Potencia, Categoría Y Mma Del Vehículo O Conjunto Objeto De
Denuncia)",200;100,Conductor,"NOTA: También aplicable a conducir conjunto formado por vehículo de MMA< o = 3500 kg., remolque de MMA>750 kg., debiendo figurar en el permiso conducir el código armonizado nº 96",PERMISO INVALIDO
CON,5,4,5B,0,"Muy grave 077.-
Q)","Incumplir Las Normas Sobre El Regimen De Autorización Y Funcionamiento De Los Centros De Enseñanza Que Imparten La Formación Legalmente Prevista Para La Obtención Del Permiso Clase A, Afectando Con Ello, Directamente, En La Seguridad Vial. (Detallar El Concreto Incumplimiento Constitutivo De Infracción Muy Grave, A Lo Dispuesto En La Orden Int/2323/2011, De 29 De Julio. Normas De Régimen De Autorización Y Funcionamiento De
Centros De Formación.)",3000;SIN REDUC.,Titular,"NOTA: Supuestos de Centros de Formación, incluidas las Escuelas Particulares de conductores, que se encuentran habilitados para facilitar este tipo de formación específica.",AUTOESCU ELA
